,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
711,71,"((0, 'w'), 8.45164526832998)","((1, 'e'), 5.4369144372487455)","((2, 'd'), 7.140766196687681)","((3, 'n'), 6.735737066565659)","((4, 'e'), 5.651782175128948)","((5, 's'), 5.839935034311831)","((6, 'd'), 5.191823026664902)","((7, 'a'), 3.9021178750894254)","((8, 'y'), 3.282856377362626)","((9, '<END>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
712,72,"((0, 'f'), 8.45164526832998)","((1, 'i'), 5.4369144372487455)","((2, 'j'), 7.140766196687681)","((3, 'i'), 6.735737066565659)","((4, '<END>'), 5.651782175128948)","((5, '<MASK>'), 5.839935034311831)","((6, '<MASK>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
713,73,"((0, 'f'), 8.45164526832998)","((1, 'o'), 5.4369144372487455)","((2, 'r'), 7.140766196687681)","((3, 'e'), 6.735737066565659)","((4, 's'), 5.651782175128948)","((5, 't'), 5.839935034311831)","((6, '<END>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
714,74,"((0, 's'), 8.45164526832998)","((1, 't'), 5.4369144372487455)","((2, 'e'), 7.140766196687681)","((3, 'a'), 6.735737066565659)","((4, 'l'), 5.651782175128948)","((5, '<END>'), 5.839935034311831)","((6, '<MASK>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
715,75,"((0, 't'), 8.45164526832998)","((1, 'i'), 5.4369144372487455)","((2, 'm'), 7.140766196687681)","((3, 'e'), 6.735737066565659)","((4, 'r'), 5.651782175128948)","((5, '<END>'), 5.839935034311831)","((6, '<MASK>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
716,76,"((0, 'a'), 8.45164526832998)","((1, 't'), 5.4369144372487455)","((2, 'm'), 7.140766196687681)","((3, 'o'), 6.735737066565659)","((4, 's'), 5.651782175128948)","((5, 'p'), 5.839935034311831)","((6, 'h'), 5.191823026664902)","((7, 'e'), 3.9021178750894254)","((8, 'r'), 3.282856377362626)","((9, 'i'), 2.187313914437078)","((10, 'c'), 2.8940077315344057)","((11, '<END>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
717,77,"((0, 'p'), 8.45164526832998)","((1, 'e'), 5.4369144372487455)","((2, 'r'), 7.140766196687681)","((3, 'f'), 6.735737066565659)","((4, 'o'), 5.651782175128948)","((5, 'r'), 5.839935034311831)","((6, 'm'), 5.191823026664902)","((7, '<END>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
718,78,"((0, 'e'), 8.45164526832998)","((1, 'v'), 5.4369144372487455)","((2, 'e'), 7.140766196687681)","((3, 'r'), 6.735737066565659)","((4, 'y'), 5.651782175128948)","((5, '<END>'), 5.839935034311831)","((6, '<MASK>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
719,79,"((0, 'n'), 8.45164526832998)","((1, 'o'), 5.4369144372487455)","((2, 't'), 7.140766196687681)","((3, 'e'), 6.735737066565659)","((4, 's'), 5.651782175128948)","((5, '<END>'), 5.839935034311831)","((6, '<MASK>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
720,80,"((0, 'u'), 8.45164526832998)","((1, 'n'), 5.4369144372487455)","((2, 'l'), 7.140766196687681)","((3, 'e'), 6.735737066565659)","((4, 's'), 5.651782175128948)","((5, 's'), 5.839935034311831)","((6, '<END>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
721,81,"((0, 'm'), 8.45164526832998)","((1, 'e'), 5.4369144372487455)","((2, 'e'), 7.140766196687681)","((3, 't'), 6.735737066565659)","((4, '<END>'), 5.651782175128948)","((5, '<MASK>'), 5.839935034311831)","((6, '<MASK>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
722,82,"((0, 'r'), 8.45164526832998)","((1, 'e'), 5.4369144372487455)","((2, 'f'), 7.140766196687681)","((3, 'u'), 6.735737066565659)","((4, 'g'), 5.651782175128948)","((5, 'e'), 5.839935034311831)","((6, 'e'), 5.191823026664902)","((7, 's'), 3.9021178750894254)","((8, '<END>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
723,83,"((0, 'a'), 8.45164526832998)","((1, 'd'), 5.4369144372487455)","((2, 'a'), 7.140766196687681)","((3, 'p'), 6.735737066565659)","((4, 't'), 5.651782175128948)","((5, 'a'), 5.839935034311831)","((6, 't'), 5.191823026664902)","((7, 'i'), 3.9021178750894254)","((8, 'o'), 3.282856377362626)","((9, 'n'), 2.187313914437078)","((10, '<END>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
724,84,"((0, 'a'), 8.45164526832998)","((1, 'c'), 5.4369144372487455)","((2, 'h'), 7.140766196687681)","((3, 'i'), 6.735737066565659)","((4, 'e'), 5.651782175128948)","((5, 'v'), 5.839935034311831)","((6, 'i'), 5.191823026664902)","((7, 'n'), 3.9021178750894254)","((8, 'g'), 3.282856377362626)","((9, '<END>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
725,85,"((0, 'b'), 8.45164526832998)","((1, 'e'), 5.4369144372487455)","((2, 'g'), 7.140766196687681)","((3, 'i'), 6.735737066565659)","((4, 'n'), 5.651782175128948)","((5, '<END>'), 5.839935034311831)","((6, '<MASK>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
726,86,"((0, 's'), 8.45164526832998)","((1, 'p'), 5.4369144372487455)","((2, 'a'), 7.140766196687681)","((3, 'c'), 6.735737066565659)","((4, 'e'), 5.651782175128948)","((5, '<END>'), 5.839935034311831)","((6, '<MASK>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
727,87,"((0, 'p'), 8.45164526832998)","((1, 'r'), 5.4369144372487455)","((2, 'o'), 7.140766196687681)","((3, 'j'), 6.735737066565659)","((4, 'e'), 5.651782175128948)","((5, 'c'), 5.839935034311831)","((6, 't'), 5.191823026664902)","((7, 'o'), 3.9021178750894254)","((8, 'r'), 3.282856377362626)","((9, '<END>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
728,88,"((0, 'c'), 8.45164526832998)","((1, 'h'), 5.4369144372487455)","((2, 'u'), 7.140766196687681)","((3, 'b'), 6.735737066565659)","((4, 'b'), 5.651782175128948)","((5, 'y'), 5.839935034311831)","((6, '<END>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
729,89,"((0, 'n'), 8.45164526832998)","((1, 'u'), 5.4369144372487455)","((2, 'm'), 7.140766196687681)","((3, 'b'), 6.735737066565659)","((4, 'e'), 5.651782175128948)","((5, 'r'), 5.839935034311831)","((6, 'e'), 5.191823026664902)","((7, 'd'), 3.9021178750894254)","((8, '<END>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
730,90,"((0, 'h'), 8.45164526832998)","((1, 'a'), 5.4369144372487455)","((2, 't'), 7.140766196687681)","((3, 's'), 6.735737066565659)","((4, '<END>'), 5.651782175128948)","((5, '<MASK>'), 5.839935034311831)","((6, '<MASK>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
731,91,"((0, 's'), 8.45164526832998)","((1, 'e'), 5.4369144372487455)","((2, 'n'), 7.140766196687681)","((3, 'a'), 6.735737066565659)","((4, 't'), 5.651782175128948)","((5, 'o'), 5.839935034311831)","((6, 'r'), 5.191823026664902)","((7, '<END>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
732,92,"((0, 'd'), 8.45164526832998)","((1, 'e'), 5.4369144372487455)","((2, 't'), 7.140766196687681)","((3, 'r'), 6.735737066565659)","((4, 'o'), 5.651782175128948)","((5, 'i'), 5.839935034311831)","((6, 't'), 5.191823026664902)","((7, '<END>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
733,93,"((0, 'x'), 8.45164526832998)","((1, 'x'), 5.4369144372487455)","((2, '<END>'), 7.140766196687681)","((3, '<MASK>'), 6.735737066565659)","((4, '<MASK>'), 5.651782175128948)","((5, '<MASK>'), 5.839935034311831)","((6, '<MASK>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
734,94,"((0, 'v'), 8.45164526832998)","((1, 'i'), 5.4369144372487455)","((2, 's'), 7.140766196687681)","((3, 'a'), 6.735737066565659)","((4, '<END>'), 5.651782175128948)","((5, '<MASK>'), 5.839935034311831)","((6, '<MASK>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
735,95,"((0, 'r'), 8.45164526832998)","((1, 'e'), 5.4369144372487455)","((2, 'y'), 7.140766196687681)","((3, 'n'), 6.735737066565659)","((4, 'o'), 5.651782175128948)","((5, 'l'), 5.839935034311831)","((6, 'd'), 5.191823026664902)","((7, 's'), 3.9021178750894254)","((8, '<END>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
736,96,"((0, 'o'), 8.45164526832998)","((1, 'r'), 5.4369144372487455)","((2, 'l'), 7.140766196687681)","((3, 'a'), 6.735737066565659)","((4, 'n'), 5.651782175128948)","((5, 'd'), 5.839935034311831)","((6, 'o'), 5.191823026664902)","((7, '<END>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
737,97,"((0, 'b'), 8.45164526832998)","((1, 'r'), 5.4369144372487455)","((2, 'o'), 7.140766196687681)","((3, 'w'), 6.735737066565659)","((4, 's'), 5.651782175128948)","((5, 'e'), 5.839935034311831)","((6, 'r'), 5.191823026664902)","((7, 's'), 3.9021178750894254)","((8, '<END>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
738,98,"((0, 'v'), 8.45164526832998)","((1, 'i'), 5.4369144372487455)","((2, 'o'), 7.140766196687681)","((3, 'l'), 6.735737066565659)","((4, 'i'), 5.651782175128948)","((5, 'n'), 5.839935034311831)","((6, '<END>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
739,99,"((0, 'f'), 8.45164526832998)","((1, 'r'), 5.4369144372487455)","((2, 'e'), 7.140766196687681)","((3, 'n'), 6.735737066565659)","((4, 'c'), 5.651782175128948)","((5, 'h'), 5.839935034311831)","((6, '<END>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
740,100,"((0, 's'), 8.45164526832998)","((1, 'y'), 5.4369144372487455)","((2, 'r'), 7.140766196687681)","((3, 'i'), 6.735737066565659)","((4, 'a'), 5.651782175128948)","((5, '<END>'), 5.839935034311831)","((6, '<MASK>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
741,101,"((0, 'n'), 8.45164526832998)","((1, 'o'), 5.4369144372487455)","((2, 't'), 7.140766196687681)","((3, 'i'), 6.735737066565659)","((4, 'c'), 5.651782175128948)","((5, 'e'), 5.839935034311831)","((6, 'd'), 5.191823026664902)","((7, '<END>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
742,102,"((0, 'c'), 8.45164526832998)","((1, 'e'), 5.4369144372487455)","((2, 'n'), 7.140766196687681)","((3, 't'), 6.735737066565659)","((4, 'e'), 5.651782175128948)","((5, 'r'), 5.839935034311831)","((6, 'e'), 5.191823026664902)","((7, 'd'), 3.9021178750894254)","((8, '<END>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
743,103,"((0, 'm'), 8.45164526832998)","((1, 'i'), 5.4369144372487455)","((2, 'l'), 7.140766196687681)","((3, 'w'), 6.735737066565659)","((4, 'a'), 5.651782175128948)","((5, 'u'), 5.839935034311831)","((6, 'k'), 5.191823026664902)","((7, 'e'), 3.9021178750894254)","((8, 'e'), 3.282856377362626)","((9, '<END>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
744,104,"((0, 'r'), 8.45164526832998)","((1, 'e'), 5.4369144372487455)","((2, 'c'), 7.140766196687681)","((3, 'e'), 6.735737066565659)","((4, 'i'), 5.651782175128948)","((5, 'v'), 5.839935034311831)","((6, 'e'), 5.191823026664902)","((7, 'r'), 3.9021178750894254)","((8, '<END>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
745,105,"((0, 't'), 8.45164526832998)","((1, 'a'), 5.4369144372487455)","((2, 'y'), 7.140766196687681)","((3, 'l'), 6.735737066565659)","((4, 'o'), 5.651782175128948)","((5, 'r'), 5.839935034311831)","((6, '<END>'), 5.191823026664902)","((7, '<MASK>'), 3.9021178750894254)","((8, '<MASK>'), 3.282856377362626)","((9, '<MASK>'), 2.187313914437078)","((10, '<MASK>'), 2.8940077315344057)","((11, '<MASK>'), 2.06009317376427)","((12, '<MASK>'), 3.825555947464313)","((13, '<MASK>'), 1.0912890026825324)","((14, '<MASK>'), 1.2004617299377702)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
