,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
20,0,"((0, 'f'), 10.950624023148876)","((1, 'l'), 11.122171571229694)","((2, 'i'), 4.767413392230391)","((3, 'b'), 15.979233140068414)","((4, 'n'), 23.74051281912719)","((5, 'e'), 2.6606059338793653)","((6, 'p'), 37.57541439527935)","((7, '<END>'), 4.971396200438295)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
21,0,"((0, 'f'), 8.38274017319231)","((1, 'r'), 14.12577056225811)","((2, 'a'), 2.578569959442067)","((3, 'n'), 2.99337181883143)","((4, 'm'), 18.6711234862239)","((5, 'e'), 2.604062163140287)","((6, 't'), 8.582749862908265)","((7, '<END>'), 2.8711128188470916)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
22,0,"((0, 'b'), 6.652237837767574)","((1, 'l'), 15.05570001475977)","((2, 'a'), 2.744781646742459)","((3, 't'), 4.700654086523263)","((4, 'n'), 33.86914454150632)","((5, 'o'), 4.982361430593839)","((6, 'g'), 18.98909076205127)","((7, '<END>'), 2.5237320983460103)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
23,0,"((0, 's'), 6.686587249970543)","((1, 'l'), 14.650660579512872)","((2, 'o'), 2.1565420179573427)","((3, 'd'), 11.238127299177288)","((4, 'm'), 33.94943605171885)","((5, 'o'), 6.875799705593216)","((6, 'g'), 25.172858569105138)","((7, '<END>'), 4.108197539501333)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
24,0,"((0, 'k'), 12.614199058292332)","((1, 'l'), 8.398633812436628)","((2, 'o'), 5.058743923836026)","((3, 'p'), 10.838403146857178)","((4, 'n'), 10.933389434837782)","((5, 'o'), 7.690047176618783)","((6, 'g'), 24.20489778204186)","((7, '<END>'), 5.3532717297510475)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
25,0,"((0, 'f'), 14.487482275477264)","((1, 'r'), 7.094150205975834)","((2, 'e'), 2.532285439827438)","((3, 'b'), 11.486438559957675)","((4, 'l'), 7.11990582165471)","((5, 'e'), 2.284567383707904)","((6, 'k'), 54.792682519363666)","((7, '<END>'), 2.368467024176103)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
26,0,"((0, 'p'), 7.054668261913632)","((1, 'l'), 12.166826816279157)","((2, 'o'), 4.404802050324411)","((3, 'n'), 3.1045350960772917)","((4, 'm'), 23.230182469696377)","((5, 'u'), 13.028369808531899)","((6, 'k'), 20.05431731594939)","((7, '<END>'), 1.2593602822539811)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
27,0,"((0, 'p'), 5.623554304023376)","((1, 'l'), 7.67988835720461)","((2, 'a'), 2.4097659046463415)","((3, 'f'), 18.709133200166097)","((4, 'n'), 16.11721393104069)","((5, 'u'), 10.699279186290202)","((6, 't'), 5.166356864891523)","((7, '<END>'), 2.4085599499524735)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
28,0,"((0, 'f'), 11.057420967781209)","((1, 'l'), 6.6786855056230205)","((2, 'a'), 3.363665428352953)","((3, 'k'), 18.543081232354584)","((4, 'm'), 36.472963275120655)","((5, 'a'), 4.186613504814891)","((6, 'l'), 4.382237315169999)","((7, '<END>'), 2.096974484407419)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
29,0,"((0, 't'), 5.69582045227843)","((1, 'r'), 3.0284628726675726)","((2, 'a'), 2.6931568995287587)","((3, 'f'), 12.620617126267591)","((4, 'l'), 13.017907998568765)","((5, 'a'), 5.310368754949069)","((6, 'm'), 13.442203620795429)","((7, '<END>'), 4.793584361045338)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
30,0,"((0, 'd'), 9.27501937869124)","((1, 'r'), 14.68903765449375)","((2, 'a'), 3.741764986524941)","((3, 'k'), 17.615213752843207)","((4, 'n'), 89.10068018777166)","((5, 'a'), 3.743617126666804)","((6, 'd'), 7.528411093131177)","((7, '<END>'), 3.535186980136177)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
31,0,"((0, 'b'), 7.9936275018107805)","((1, 'l'), 5.5249976622395085)","((2, 'a'), 3.924490077444601)","((3, 'f'), 14.934984118090126)","((4, 'r'), 13.258878475605735)","((5, 'o'), 14.430996440637138)","((6, 'n'), 3.10471159128493)","((7, '<END>'), 2.3898050257825822)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
32,0,"((0, 'g'), 13.358560867925945)","((1, 'r'), 3.217407211499718)","((2, 'e'), 2.530837064734188)","((3, 'f'), 20.18015807204839)","((4, 'l'), 8.679034972839922)","((5, 'e'), 2.0657544390351097)","((6, 'k'), 57.9928392752815)","((7, '<END>'), 1.6121235800837685)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
33,0,"((0, 'p'), 7.5041782713907486)","((1, 'r'), 5.2300529821638575)","((2, 'e'), 2.7905688273501137)","((3, 'm'), 10.863709288870792)","((4, 'l'), 33.28748874775224)","((5, 'e'), 2.0699180624730524)","((6, 'k'), 35.522060116483395)","((7, '<END>'), 1.703790610901505)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
34,0,"((0, 't'), 9.128849342715622)","((1, 'r'), 2.8720685759987465)","((2, 'a'), 2.907333023180815)","((3, 'm'), 9.446537796497108)","((4, 'l'), 15.718071993061805)","((5, 'u'), 11.310302429275835)","((6, 't'), 4.861259363964106)","((7, '<END>'), 5.141385205228833)","((8, '<MASK>'), 1.0)","((9, '<MASK>'), 1.0)","((10, '<MASK>'), 1.0)","((11, '<MASK>'), 1.0)","((12, '<MASK>'), 1.0)","((13, '<MASK>'), 1.0)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
